timestamp_sec,direction,type,val1,val2,val3,val4,val5,val6
1773038712.604649,RX,ODOM,-70,-72,,,,
1773038712.606577,RX,IMU,-2296,-3108,26300,-393,-1564,-213
1773038712.624597,RX,ODOM,-66,-68,,,,
1773038712.626409,RX,IMU,-3168,-6064,32767,-882,-4097,-198
1773038712.644465,RX,ODOM,-64,-64,,,,
1773038712.646291,RX,IMU,888,3092,19912,-127,-557,319
1773038712.664353,RX,ODOM,-60,-60,,,,
1773038712.666172,RX,IMU,1808,976,15056,-671,-660,-184
1773038712.684311,RX,ODOM,-56,-56,,,,
1773038712.686143,RX,IMU,64,1076,9940,-822,2654,-517
1773038712.689551,TX,VELOCITY,300,300,,,,
1773038712.704183,RX,ODOM,-52,-51,,,,
1773038712.706089,RX,IMU,15312,-1604,5888,-761,2828,-49
1773038712.724131,RX,ODOM,-22,-23,,,,
1773038712.725844,RX,IMU,-3124,420,18492,-992,-793,137
1773038712.744009,RX,ODOM,0,-2,,,,
1773038712.745906,RX,IMU,604,1836,17552,-558,-79,-622
1773038712.763860,RX,ODOM,10,11,,,,
1773038712.765678,RX,IMU,6440,-116,19220,170,-41,-2298
1773038712.772202,TX,VELOCITY,300,300,,,,
1773038712.783815,RX,ODOM,19,19,,,,
1773038712.785725,RX,IMU,-948,52,19260,140,1112,-2251
1773038712.789489,TX,VELOCITY,300,300,,,,
1773038712.803600,RX,ODOM,25,26,,,,
1773038712.805565,RX,IMU,4204,-316,18552,-125,668,-941
1773038712.823579,RX,ODOM,31,29,,,,
1773038712.825468,RX,IMU,-12896,-468,20944,-985,1810,-37
1773038712.843525,RX,ODOM,37,35,,,,
1773038712.845594,RX,IMU,3612,284,17316,-214,418,-685
1773038712.863400,RX,ODOM,44,40,,,,
1773038712.865131,RX,IMU,-916,-3576,16652,414,-83,-704
1773038712.883244,RX,ODOM,50,45,,,,
1773038712.885148,RX,IMU,-596,-2352,16268,578,-948,33
1773038712.897280,TX,VELOCITY,300,300,,,,
1773038712.904755,RX,ODOM,58,53,,,,
1773038712.906521,RX,IMU,-652,-2684,18520,150,-372,186
1773038712.923994,RX,ODOM,56,53,,,,
1773038712.925834,RX,IMU,4960,-308,17008,815,-2016,-241
1773038712.944000,RX,ODOM,60,58,,,,
1773038712.945719,RX,IMU,-20,-4328,19896,-477,747,-257
1773038712.963778,RX,ODOM,60,59,,,,
1773038712.965739,RX,IMU,-2764,-1524,19252,-173,571,544
1773038712.972152,TX,VELOCITY,300,300,,,,
1773038712.983716,RX,ODOM,60,62,,,,
1773038712.985579,RX,IMU,-9616,-8656,12516,-628,5591,-174
1773038713.003551,RX,ODOM,62,63,,,,
1773038713.005421,RX,IMU,-2556,7852,8988,720,251,-213
1773038713.008779,TX,VELOCITY,300,300,,,,
1773038713.023590,RX,ODOM,63,65,,,,
1773038713.025351,RX,IMU,1168,440,16408,-67,-661,289
1773038713.043392,RX,ODOM,65,66,,,,
1773038713.045283,RX,IMU,4760,1568,14652,776,-4617,-25
1773038713.063403,RX,ODOM,64,64,,,,
1773038713.065173,RX,IMU,-100,-8916,15068,-41,196,118
1773038713.083353,RX,ODOM,66,65,,,,
1773038713.085068,RX,IMU,-19148,-8960,19276,-1062,5567,65
1773038713.103155,RX,ODOM,66,65,,,,
1773038713.105001,RX,IMU,2332,320,16764,-285,151,-650
1773038713.118006,TX,VELOCITY,300,300,,,,
1773038713.125505,RX,ODOM,76,76,,,,
1773038713.127321,RX,IMU,12380,-4324,10964,-165,-3487,-739
1773038713.145009,RX,ODOM,66,66,,,,
1773038713.146765,RX,IMU,-612,-3264,12668,66,-909,366
1773038713.164809,RX,ODOM,68,68,,,,
1773038713.166718,RX,IMU,-29432,-3108,27940,-526,2988,426
1773038713.172152,TX,VELOCITY,300,300,,,,
1773038713.184703,RX,ODOM,68,70,,,,
1773038713.186624,RX,IMU,1448,-2440,17400,-151,92,395
1773038713.204761,RX,ODOM,67,68,,,,
1773038713.206583,RX,IMU,-25656,-4132,22264,-281,2101,351
1773038713.224521,RX,ODOM,69,71,,,,
1773038713.226412,RX,IMU,744,-3272,12864,-27,147,382
1773038713.237500,TX,VELOCITY,300,300,,,,
1773038713.244996,RX,ODOM,71,75,,,,
1773038713.246812,RX,IMU,11080,396,14580,-294,-2541,831
1773038713.264476,RX,ODOM,69,72,,,,
1773038713.266214,RX,IMU,5428,536,10664,640,-982,657
1773038713.284315,RX,ODOM,70,74,,,,
1773038713.286108,RX,IMU,-2896,-2432,15468,600,-434,-106
1773038713.304153,RX,ODOM,70,74,,,,
1773038713.306017,RX,IMU,9524,2280,26012,-2062,3721,-121
1773038713.324165,RX,ODOM,74,72,,,,
1773038713.325968,RX,IMU,1296,-320,18228,-423,-254,593
1773038713.335836,TX,VELOCITY,300,300,,,,
1773038713.343987,RX,ODOM,74,74,,,,
1773038713.345896,RX,IMU,-8848,2104,16288,406,-5039,-329
1773038713.363844,RX,ODOM,74,74,,,,
1773038713.365700,RX,IMU,-1736,-2416,10696,1272,-959,-178
1773038713.372150,TX,VELOCITY,300,300,,,,
1773038713.383820,RX,ODOM,74,74,,,,
1773038713.385713,RX,IMU,-6812,4472,6848,457,906,166
1773038713.403669,RX,ODOM,74,74,,,,
1773038713.405511,RX,IMU,-32768,-3084,29184,-286,290,-185
1773038713.423682,RX,ODOM,74,76,,,,
1773038713.425574,RX,IMU,-600,-3940,14412,255,-657,-46
1773038713.443576,RX,ODOM,76,76,,,,
1773038713.445390,RX,IMU,-4216,4828,9148,-370,1463,-21
1773038713.449193,TX,VELOCITY,300,300,,,,
1773038713.463379,RX,ODOM,76,76,,,,
1773038713.465209,RX,IMU,-30352,-7292,27488,-713,4078,-256
1773038713.483256,RX,ODOM,76,76,,,,
1773038713.485217,RX,IMU,-3804,1436,11940,547,-2380,-228
1773038713.503281,RX,ODOM,77,78,,,,
1773038713.505105,RX,IMU,-7736,7172,8696,-298,105,89
1773038713.523090,RX,ODOM,79,78,,,,
1773038713.524954,RX,IMU,-32768,-4888,31912,-366,-72,27
1773038713.543049,RX,ODOM,79,78,,,,
1773038713.544900,RX,IMU,1744,-1476,10108,134,-993,220
1773038713.555091,TX,VELOCITY,180,420,,,,
1773038713.562908,RX,ODOM,80,80,,,,
1773038713.564826,RX,IMU,-11160,7552,11004,283,-267,-210
1773038713.572140,TX,VELOCITY,180,420,,,,
1773038713.584560,RX,ODOM,85,89,,,,
1773038713.586521,RX,IMU,-3564,-5884,15420,-71,1698,562
1773038713.603723,RX,ODOM,68,81,,,,
1773038713.605611,RX,IMU,-29132,-4976,25512,-934,1871,1505
1773038713.623574,RX,ODOM,71,88,,,,
1773038713.625462,RX,IMU,-4284,-656,17128,-665,-919,2734
1773038713.643466,RX,ODOM,69,93,,,,
1773038713.645329,RX,IMU,5404,904,10944,-610,-418,3179
1773038713.663455,RX,ODOM,68,96,,,,
1773038713.665357,RX,IMU,6888,-6036,11712,118,-257,4195
1773038713.668802,TX,VELOCITY,180,420,,,,
1773038713.683278,RX,ODOM,68,99,,,,
1773038713.685124,RX,IMU,-16912,652,9012,-845,3231,5270
1773038713.696872,TX,VELOCITY,300,300,,,,
1773038713.704269,RX,ODOM,69,105,,,,
1773038713.706095,RX,IMU,5544,-3516,12228,-1106,2199,6082
1773038713.724095,RX,ODOM,66,102,,,,
1773038713.743957,RX,ODOM,69,101,,,,
1773038713.745782,RX,IMU,-2072,2772,32767,-604,905,5582
1773038713.763903,RX,ODOM,74,101,,,,
1773038713.765794,RX,IMU,5796,2696,20052,-176,-1758,5496
1773038713.772176,TX,VELOCITY,300,300,,,,
1773038713.772442,TX,VELOCITY,300,300,,,,
1773038713.785125,RX,ODOM,78,108,,,,
1773038713.786874,RX,IMU,18320,3724,32767,-1957,814,5397
1773038713.804691,RX,ODOM,72,98,,,,
1773038713.806584,RX,IMU,2764,9532,32767,-43,-452,4556
1773038713.824549,RX,ODOM,74,101,,,,
1773038713.826482,RX,IMU,560,580,32767,-315,-1141,3325
1773038713.844475,RX,ODOM,76,99,,,,
1773038713.846349,RX,IMU,8976,5892,32767,-951,-283,2881
1773038713.864381,RX,ODOM,80,99,,,,
1773038713.866178,RX,IMU,4592,-1116,32767,-697,-727,3848
1773038713.884287,RX,ODOM,83,97,,,,
1773038713.886257,RX,IMU,3272,-1484,18236,-795,-2411,2549
1773038713.886279,TX,VELOCITY,420,180,,,,
1773038713.904214,RX,ODOM,84,96,,,,
1773038713.906003,RX,IMU,1756,-300,16668,9,-1965,1703
1773038713.923966,RX,ODOM,89,91,,,,
1773038713.925830,RX,IMU,6544,1144,8580,238,-681,32
1773038713.943933,RX,ODOM,95,86,,,,
1773038713.945717,RX,IMU,-7220,1888,13008,472,54,-1325
1773038713.963829,RX,ODOM,99,83,,,,
1773038713.972217,TX,VELOCITY,420,180,,,,
1773038713.983720,RX,ODOM,102,81,,,,
1773038713.985484,RX,IMU,7876,2060,13384,-37,-1397,-2845
1773038713.992845,TX,VELOCITY,420,180,,,,
1773038714.003625,RX,ODOM,104,78,,,,
1773038714.005496,RX,IMU,12080,-592,-8852,-111,3019,-4865
1773038714.023402,RX,ODOM,108,78,,,,
1773038714.025294,RX,IMU,8348,3220,17412,609,-2898,-6002
1773038714.043400,RX,ODOM,111,76,,,,
1773038714.045135,RX,IMU,-28168,1540,22892,646,-2388,-5163
1773038714.063249,RX,ODOM,113,75,,,,
1773038714.065137,RX,IMU,-20208,-6256,19228,248,5221,-5530
1773038714.074034,TX,VELOCITY,300,300,,,,
1773038714.083071,RX,ODOM,114,73,,,,
1773038714.084938,RX,IMU,7472,3792,32767,-581,1106,-6019
1773038714.103036,RX,ODOM,110,74,,,,
1773038714.103674,TX,VELOCITY,180,420,,,,
1773038714.104837,RX,IMU,12400,6688,32767,-4,-361,-6104
1773038714.122849,RX,ODOM,106,80,,,,
1773038714.124765,RX,IMU,8024,-2524,32767,-1627,1209,-3856
1773038714.142933,RX,ODOM,100,86,,,,
1773038714.144753,RX,IMU,9268,-392,32767,-342,-1080,-1378
1773038714.162708,RX,ODOM,94,95,,,,
1773038714.164628,RX,IMU,-7144,-1796,9432,849,-5420,-899
1773038714.172190,TX,VELOCITY,180,420,,,,
1773038714.182578,RX,ODOM,92,99,,,,
1773038714.184515,RX,IMU,20852,-16,8116,-835,-4573,611
1773038714.202594,RX,ODOM,89,103,,,,
1773038714.204331,RX,IMU,16372,-1304,7056,-273,-184,2063
1773038714.222355,RX,ODOM,86,105,,,,
1773038714.224267,RX,IMU,19808,-1916,9784,33,-1734,3098
1773038714.230013,TX,VELOCITY,180,420,,,,
1773038714.242286,RX,ODOM,83,109,,,,
1773038714.244092,RX,IMU,-10040,4140,13732,-621,1264,2846
1773038714.262154,RX,ODOM,80,111,,,,
1773038714.264078,RX,IMU,-6636,1408,11360,-462,1643,4974
1773038714.282147,RX,ODOM,78,113,,,,
1773038714.301922,RX,ODOM,74,115,,,,
1773038714.303852,RX,IMU,-11280,1004,12736,36,5655,6329
1773038714.321834,TX,VELOCITY,180,420,,,,
1773038714.321980,RX,ODOM,74,118,,,,
1773038714.322130,TX,VELOCITY,300,300,,,,
1773038714.323656,RX,IMU,5376,2600,2960,-1383,-7836,6272
1773038714.341893,RX,ODOM,73,118,,,,
1773038714.343637,RX,IMU,8376,-5624,8804,-1325,-979,7192
1773038714.361710,RX,ODOM,75,118,,,,
1773038714.363578,RX,IMU,-9604,4796,14336,-1408,-624,6108
1773038714.372171,TX,VELOCITY,300,300,,,,
1773038714.381510,RX,ODOM,80,114,,,,
1773038714.383408,RX,IMU,10988,2440,6192,-970,-1800,5111
1773038714.401386,RX,ODOM,82,111,,,,
1773038714.403259,RX,IMU,-7820,-4972,32767,-1261,-1184,4765
1773038714.421393,RX,ODOM,85,109,,,,
1773038714.423260,RX,IMU,-26060,4948,9860,-438,-2281,3959
1773038714.430930,TX,VELOCITY,420,180,,,,
1773038714.441173,RX,ODOM,86,108,,,,
1773038714.443039,RX,IMU,16596,-2096,8324,-678,-1484,1921
1773038714.461087,RX,ODOM,93,106,,,,
1773038714.462949,RX,IMU,12512,6468,2652,-1412,590,2057
1773038714.481160,RX,ODOM,100,100,,,,
1773038714.482947,RX,IMU,12512,6468,2652,-1412,590,2057
1773038714.500952,RX,ODOM,104,97,,,,
1773038714.502858,RX,IMU,7220,192,32767,440,1483,-1382
1773038714.520857,RX,ODOM,108,95,,,,
1773038714.522652,RX,IMU,-9312,-2996,4960,-221,7216,-1817
1773038714.540767,RX,ODOM,110,90,,,,
1773038714.540908,TX,VELOCITY,420,180,,,,
1773038714.542558,RX,IMU,-9312,-2996,4960,-221,7216,-1817
1773038714.560615,RX,ODOM,114,90,,,,
1773038714.572166,TX,VELOCITY,420,180,,,,
1773038714.580606,RX,ODOM,114,85,,,,
1773038714.582532,RX,IMU,-32768,-8676,32767,866,3726,-4194
1773038714.598868,TX,VELOCITY,300,300,,,,
1773038714.600479,RX,ODOM,117,83,,,,
1773038714.602276,RX,IMU,-32768,-5708,32767,1260,-2334,-5022
1773038714.620270,RX,ODOM,117,83,,,,
1773038714.622164,RX,IMU,15092,11824,-4016,1135,-8801,-5006
1773038714.640265,RX,ODOM,115,86,,,,
1773038714.642019,RX,IMU,30420,-376,1328,1093,-5720,-5229
1773038714.651546,TX,VELOCITY,180,420,,,,
1773038714.660056,RX,ODOM,112,89,,,,
1773038714.661978,RX,IMU,27220,-3000,-52,-779,-6716,-3928
1773038714.679980,RX,ODOM,109,93,,,,
1773038714.682107,RX,IMU,10372,-6572,13016,-378,-5280,-3493
1773038714.700127,RX,ODOM,103,101,,,,
1773038714.701831,RX,IMU,8484,1892,7088,81,-3087,-3045
1773038714.719833,RX,ODOM,101,107,,,,
1773038714.721564,RX,IMU,-2008,-7956,32767,-831,2531,1136
1773038714.739761,RX,ODOM,97,111,,,,
1773038714.741484,RX,IMU,-12160,-15064,13748,436,2798,3063
1773038714.759549,RX,ODOM,95,114,,,,
1773038714.761648,RX,IMU,-6164,-11788,17776,36,-43,4145
1773038714.762142,TX,VELOCITY,180,420,,,,
1773038714.772125,TX,VELOCITY,180,420,,,,
1773038714.779558,RX,ODOM,94,119,,,,
1773038714.781490,RX,IMU,10704,2288,32767,-1025,1608,4661
1773038714.799421,RX,ODOM,89,119,,,,
1773038714.801205,RX,IMU,-32768,-2656,15288,1386,-1090,6796
1773038714.819311,RX,ODOM,87,122,,,,
1773038714.821084,RX,IMU,11848,5144,9140,368,-4278,6648
1773038714.839188,RX,ODOM,85,126,,,,
1773038714.859034,RX,ODOM,83,128,,,,
1773038714.863844,TX,VELOCITY,300,300,,,,
1773038714.871317,TX,VELOCITY,300,300,,,,
1773038714.879097,RX,ODOM,80,128,,,,
1773038714.880918,RX,IMU,8768,8204,32236,-1709,6876,5973
1773038714.898958,RX,ODOM,82,122,,,,
1773038714.900739,RX,IMU,-32768,3664,22188,533,-4829,6491
1773038714.918779,RX,ODOM,84,118,,,,
1773038714.920678,RX,IMU,-1692,2152,2672,-872,3191,4338
1773038714.938581,RX,ODOM,88,114,,,,
1773038714.940458,RX,IMU,6744,-5816,10928,-481,1304,4665
1773038714.958488,RX,ODOM,90,114,,,,
1773038714.960418,RX,IMU,25812,-1812,-920,-251,-2366,4477
1773038714.972193,TX,VELOCITY,300,300,,,,
1773038714.979594,RX,ODOM,99,120,,,,
1773038714.981472,RX,IMU,2468,2372,32767,-1102,-126,3083
1773038714.987701,TX,VELOCITY,420,180,,,,
1773038714.999403,RX,ODOM,93,111,,,,
1773038715.001148,RX,IMU,5812,-3848,32767,-1652,-536,2596
1773038715.019199,RX,ODOM,98,108,,,,
1773038715.021057,RX,IMU,7580,-2144,14228,-958,-1532,1633
1773038715.039209,RX,ODOM,104,105,,,,
1773038715.041025,RX,IMU,8148,10492,-2572,-333,-382,-329
1773038715.059093,RX,ODOM,110,102,,,,
1773038715.078874,RX,ODOM,113,97,,,,
1773038715.080868,RX,IMU,5204,10848,9552,-478,-5696,-2732
1773038715.088165,TX,VELOCITY,420,180,,,,
1773038715.098799,RX,ODOM,115,94,,,,
1773038715.100766,RX,IMU,416,-2256,32767,-901,1597,-3283
1773038715.118662,RX,ODOM,117,91,,,,
1773038715.120672,RX,IMU,1848,196,32767,-848,-175,-4677
1773038715.138710,RX,ODOM,119,92,,,,
1773038715.140519,RX,IMU,9756,1224,13968,-481,4154,-6439
1773038715.158465,RX,ODOM,123,88,,,,
1773038715.160393,RX,IMU,-25516,-14148,24148,-1752,6810,-5424
1773038715.172148,TX,VELOCITY,420,180,,,,
1773038715.179646,RX,ODOM,133,90,,,,
1773038715.181440,RX,IMU,-20080,13816,12480,-1,-1,-1
1773038715.199509,TX,VELOCITY,420,180,,,,
1773038715.199774,RX,ODOM,124,83,,,,
1773038715.201144,RX,IMU,7228,15072,3804,181,-4236,-6729
1773038715.219302,RX,ODOM,124,82,,,,
1773038715.239104,RX,ODOM,126,81,,,,
1773038715.240926,RX,IMU,28464,532,3300,-489,-2266,-6414
1773038715.258983,RX,ODOM,128,80,,,,
1773038715.278984,RX,ODOM,127,81,,,,
1773038715.298789,RX,ODOM,127,80,,,,
1773038715.300753,RX,IMU,-720,-148,13992,-1040,2454,-7148
1773038715.307887,TX,VELOCITY,420,180,,,,
1773038715.318668,RX,ODOM,128,79,,,,
1773038715.320648,RX,IMU,2464,5856,2964,225,2570,-7559
1773038715.338659,RX,ODOM,128,80,,,,
1773038715.358539,RX,ODOM,129,78,,,,
1773038715.372153,TX,VELOCITY,420,180,,,,
1773038715.379659,RX,ODOM,138,82,,,,
1773038715.381449,RX,IMU,-3016,-16444,11964,-939,5534,-7429
1773038715.399256,RX,ODOM,127,76,,,,
1773038715.401118,RX,IMU,-32768,-8616,32767,952,-2525,-7373
1773038715.413152,TX,VELOCITY,420,180,,,,
1773038715.420576,RX,ODOM,138,83,,,,
1773038715.422397,RX,IMU,-1988,-2956,16456,-1,-1,-1
1773038715.440142,RX,ODOM,125,75,,,,
1773038715.441995,RX,IMU,4800,11100,-3216,547,-1413,-8231
1773038715.448589,TX,VELOCITY,300,300,,,,
1773038715.460063,RX,ODOM,128,78,,,,
1773038715.461899,RX,IMU,7444,5164,12432,1565,-1781,-8300
1773038715.479923,RX,ODOM,125,80,,,,
1773038715.481772,RX,IMU,21316,9060,2860,1625,-5700,-7920
1773038715.499760,RX,ODOM,123,83,,,,
1773038715.519770,RX,ODOM,119,87,,,,
1773038715.521611,RX,IMU,14360,5920,5004,-1044,3045,-4422
1773038715.529033,TX,VELOCITY,180,420,,,,
1773038715.539534,RX,ODOM,116,90,,,,
1773038715.541406,RX,IMU,14359,-1,-1,-1,-1,-1
1773038715.559468,RX,ODOM,113,94,,,,
1773038715.561301,RX,IMU,-1316,-9728,7660,1427,2527,-3488
1773038715.572156,TX,VELOCITY,180,420,,,,
1773038715.579679,RX,ODOM,110,102,,,,
1773038715.581543,RX,IMU,17704,-4092,3828,-308,-3503,-1250
1773038715.599248,RX,ODOM,105,104,,,,
1773038715.601132,RX,IMU,11904,-1144,6056,-1052,2753,421
1773038715.619299,RX,ODOM,102,109,,,,
1773038715.621146,RX,IMU,13528,80,20260,-294,1320,2344
1773038715.639108,RX,ODOM,99,113,,,,
1773038715.640894,TX,VELOCITY,180,420,,,,
1773038715.641117,RX,IMU,1104,-4696,5984,1770,25,2851
1773038715.658965,RX,ODOM,95,117,,,,
1773038715.678891,RX,ODOM,93,119,,,,
1773038715.680740,RX,IMU,452,348,10680,-1414,-754,4599
1773038715.698834,RX,ODOM,91,122,,,,
1773038715.700665,RX,IMU,-5692,-12980,5432,48,3633,4951
1773038715.718769,RX,ODOM,90,126,,,,
1773038715.720494,RX,IMU,9988,-3924,10296,-1283,1221,4616
1773038715.738641,RX,ODOM,88,126,,,,
1773038715.740471,RX,IMU,11424,4812,8040,-633,327,5315
1773038715.744922,TX,VELOCITY,180,420,,,,
1773038715.758436,RX,ODOM,88,126,,,,
1773038715.760321,RX,IMU,6060,-1752,7968,613,4957,6094
1773038715.772156,TX,VELOCITY,180,420,,,,
1773038715.779550,RX,ODOM,92,132,,,,
1773038715.781385,RX,IMU,16064,-3888,11732,-354,-893,5727
1773038715.799274,RX,ODOM,83,124,,,,
1773038715.801078,RX,IMU,2044,3300,1388,-1148,-135,6406
1773038715.815701,TX,VELOCITY,300,300,,,,
1773038715.823104,RX,ODOM,101,152,,,,
1773038715.824989,RX,IMU,23948,2560,7168,-1897,-4827,7122
1773038715.842141,RX,ODOM,81,118,,,,
1773038715.843901,RX,IMU,-3940,8200,7948,-1522,3038,6346
1773038715.860784,TX,VELOCITY,420,180,,,,
1773038715.861997,RX,ODOM,89,123,,,,
1773038715.863869,RX,IMU,-5064,7748,6072,-1854,148,6064
1773038715.881925,RX,ODOM,93,119,,,,
1773038715.883784,RX,IMU,-7928,2352,5660,39,-5204,4462
1773038715.901743,RX,ODOM,100,114,,,,
1773038715.903669,RX,IMU,4044,7960,10536,-1538,-268,2262
1773038715.921815,RX,ODOM,107,110,,,,
1773038715.923640,RX,IMU,20612,-80,5772,381,-4829,489
1773038715.941576,RX,ODOM,111,106,,,,
1773038715.943437,RX,IMU,-2276,5508,7324,-641,2443,-1446
1773038715.961496,RX,ODOM,116,102,,,,
1773038715.963339,RX,IMU,2840,-9356,11828,-1438,7867,-1771
1773038715.967071,TX,VELOCITY,420,180,,,,
1773038715.972110,TX,VELOCITY,420,180,,,,
1773038715.981426,RX,ODOM,119,100,,,,
1773038715.983221,RX,IMU,20276,6824,-2440,-454,-6925,-3519
1773038716.001404,RX,ODOM,120,94,,,,
1773038716.003131,RX,IMU,16052,-2468,12312,-1082,-1567,-3573
1773038716.021272,RX,ODOM,123,92,,,,
1773038716.023134,RX,IMU,9536,-3264,32767,23,3058,-5030
1773038716.041195,RX,ODOM,126,90,,,,
1773038716.042980,RX,IMU,15180,3836,9136,339,-5033,-5502
1773038716.061068,RX,ODOM,128,88,,,,
1773038716.062871,RX,IMU,5752,868,32767,-740,1656,-5765
1773038716.070778,TX,VELOCITY,420,180,,,,
1773038716.080878,RX,ODOM,127,85,,,,
1773038716.082736,RX,IMU,4880,240,32767,572,1380,-7238
1773038716.094132,TX,VELOCITY,300,300,,,,
1773038716.101649,RX,ODOM,132,85,,,,
1773038716.103472,RX,IMU,-13428,11692,10432,666,-3433,-7111
1773038716.120754,RX,ODOM,122,80,,,,
1773038716.122666,RX,IMU,15888,12508,1420,-155,1659,-6301
1773038716.140688,RX,ODOM,124,88,,,,
1773038716.142591,RX,IMU,-1688,-408,32767,-277,-2337,-7127
1773038716.160497,RX,ODOM,123,93,,,,
1773038716.162392,RX,IMU,-5888,28,4832,1155,-4177,-5265
1773038716.172167,TX,VELOCITY,300,300,,,,
1773038716.178751,TX,VELOCITY,180,420,,,,
1773038716.180444,RX,ODOM,123,94,,,,
1773038716.182366,RX,IMU,-2044,6260,4744,169,792,-3625
1773038716.200406,RX,ODOM,122,98,,,,
1773038716.202166,RX,IMU,11796,-10136,32767,-873,3636,-3912
1773038716.220342,RX,ODOM,116,105,,,,
1773038716.222088,RX,IMU,32767,-5388,-5112,870,-3329,-1040
1773038716.240140,RX,ODOM,112,108,,,,
1773038716.241955,RX,IMU,-948,5912,10336,397,1159,767
1773038716.260153,RX,ODOM,106,113,,,,
1773038716.261965,RX,IMU,-15008,-4384,6848,1233,325,1821
1773038716.280030,RX,ODOM,103,119,,,,
1773038716.281957,RX,IMU,17800,11016,-708,-611,2650,2719
1773038716.291845,TX,VELOCITY,180,420,,,,
1773038716.299861,RX,ODOM,99,122,,,,
1773038716.301708,RX,IMU,-7492,5408,4168,-1557,1846,2350
1773038716.319770,RX,ODOM,98,126,,,,
1773038716.321616,RX,IMU,9468,-8668,16224,-739,-2776,6143
1773038716.339753,RX,ODOM,96,128,,,,
1773038716.342780,RX,IMU,1460,8012,-640,-436,-1757,5858
1773038716.359640,RX,ODOM,94,132,,,,
1773038716.361461,RX,IMU,-32768,-20584,25828,587,3277,6910
1773038716.372161,TX,VELOCITY,180,420,,,,
1773038716.374056,TX,VELOCITY,420,180,,,,
1773038716.379665,RX,ODOM,90,133,,,,
1773038716.381379,RX,IMU,19448,8848,4708,-509,-3230,6688
1773038716.397907,TX,VELOCITY,420,180,,,,
1773038716.399451,RX,ODOM,89,133,,,,
1773038716.401311,RX,IMU,-2,-258,-258,-258,-258,-258
1773038716.419301,RX,ODOM,98,128,,,,
1773038716.421183,RX,IMU,17888,5452,2280,-155,-940,5817
1773038716.439182,RX,ODOM,103,122,,,,
1773038716.441097,RX,IMU,-8448,5304,32767,-1279,1041,1859
1773038716.459146,RX,ODOM,110,117,,,,
1773038716.460969,RX,IMU,1300,7556,20004,78,1263,1674
1773038716.479003,RX,ODOM,115,113,,,,
1773038716.498915,RX,ODOM,118,110,,,,
1773038716.500818,RX,IMU,15988,-6832,4216,-136,-1296,-380
1773038716.510621,TX,VELOCITY,420,180,,,,
1773038716.518960,RX,ODOM,121,106,,,,
1773038716.520700,RX,IMU,-928,-6852,12200,414,1366,-2640
1773038716.529300,TX,VELOCITY,300,300,,,,
1773038716.538848,RX,ODOM,125,104,,,,
1773038716.540606,RX,IMU,4420,7572,6400,-233,-2633,-3843
1773038716.558744,RX,ODOM,126,105,,,,
1773038716.560521,RX,IMU,-28876,-11112,18496,583,579,-4220
1773038716.572145,TX,VELOCITY,300,300,,,,
1773038716.579584,RX,ODOM,131,114,,,,
1773038716.581412,RX,IMU,-5644,13952,6204,-1273,690,-3768
1773038716.598604,RX,ODOM,118,104,,,,
1773038716.600377,RX,IMU,-11936,-5384,2952,823,-1261,-3779
1773038716.618426,RX,ODOM,124,110,,,,
1773038716.620229,RX,IMU,10404,7092,-692,-1151,1010,-2717
1773038716.622429,TX,VELOCITY,180,420,,,,
1773038716.638314,RX,ODOM,122,108,,,,
1773038716.658212,RX,ODOM,117,111,,,,
1773038716.678237,RX,ODOM,111,114,,,,
1773038716.679998,RX,IMU,-7492,-10204,6000,327,3873,226
1773038716.698080,RX,ODOM,110,120,,,,
1773038716.699894,RX,IMU,32767,4492,-700,-849,-2228,2884
1773038716.717983,RX,ODOM,104,122,,,,
1773038716.719857,RX,IMU,-128,-152,32767,-121,-2503,2295
1773038716.723116,TX,VELOCITY,-152,152,,,,
1773038716.728531,TX,VELOCITY,-152,152,,,,
1773038716.737938,RX,ODOM,102,126,,,,
1773038716.739734,RX,IMU,32767,12,-2884,-543,-5143,4009
1773038716.743219,TX,VELOCITY,0,0,,,,
1773038716.757946,RX,ODOM,88,120,,,,
1773038716.772159,TX,VELOCITY,0,0,,,,
1773038716.779584,RX,ODOM,88,124,,,,
1773038716.781428,RX,IMU,15116,-1024,11240,-1721,-3357,4684
1773038716.798686,RX,ODOM,76,101,,,,
1773038716.800545,RX,IMU,12356,-6780,5400,-852,-1567,4867
1773038716.818590,RX,ODOM,75,101,,,,
1773038716.820402,RX,IMU,20184,768,7156,-960,-4641,4265
1773038716.838452,RX,ODOM,71,96,,,,
1773038716.840274,RX,IMU,-32768,-5300,32460,-282,-937,4426
1773038716.856575,TX,VELOCITY,-152,152,,,,
1773038716.858362,RX,ODOM,69,89,,,,
1773038716.860277,RX,IMU,4452,1564,24224,63,684,4725
1773038716.878304,RX,ODOM,60,81,,,,
1773038716.880100,RX,IMU,1708,6212,7020,-346,-681,4040
1773038716.898173,RX,ODOM,37,72,,,,
1773038716.918120,RX,ODOM,22,68,,,,
1773038716.938040,RX,ODOM,14,64,,,,
1773038716.940007,RX,IMU,3952,-5600,13236,-2331,-62,8700
1773038716.947103,TX,VELOCITY,0,0,,,,
1773038716.957927,RX,ODOM,5,60,,,,
1773038716.961439,RX,IMU,-3936,-2756,31108,-564,-798,8824
1773038716.972174,TX,VELOCITY,0,0,,,,
